customer_id,birth,price_first_item_purchased,gender,revenue
9d1ffbb879,4/24/1994,44.0,F,181
bc32c2e3d5,5/7/1984,78.0,F,139
bc32c2e3d5,5/7/1984,44.0,F,197
e5261978b3,8/13/1970,15.5,M,171
accaf5895c,12/30/1991,10.0,M,161
466c3cc948,12/21/1982,42.0,F,211
c259f85948,8/15/1988,22.0,F,191
f3ee55c056,8/29/1976,22.0,F,142
f3fe228e05,1/1/1950,15.5,M,230
68a6c602e1,9/29/1964,57.0,F,148
67672967f3,9/28/1967,22.0,F,159
8f22a10cf4,4/26/1988,22.0,M,87
f83052ff8d,6/12/1970,15.5,F,162
a04411a650,12/23/1977,10.0,F,167
57c6d171f9,1/1/1950,44.0,F,116
bf2ecad6bf,2/24/1971,102.0,F,131
1ae22a3cff,12/30/1899,10.0,F,146
edcfbb6348,9/5/1981,22.0,F,166
701ff178dd,8/5/1982,57.0,F,289
4f4a1ea6ba,8/25/1953,15.5,F,137
047278cd35,12/3/1964,117.0,M,268
e75a125409,5/31/1954,22.0,F,279
c37ad52aaf,12/30/1899,42.0,F,161
d754f09814,7/24/1972,22.0,M,171
491da82143,10/7/1960,44.0,F,300
01277ca8bf,10/13/1956,44.0,F,220
3ec2d0edfe,10/22/1992,22.0,F,206
efe6c63ef2,2/20/1965,22.0,M,137
8f70b5836c,11/24/1946,44.0,F,211
b6e0b18324,9/12/1985,44.0,F,141
00230b1e80,11/11/1948,15.5,M,133
73242ff3f2,1/13/1955,78.0,F,321
be88209c5a,7/10/1949,10.0,F,160
ece20eb48a,12/30/1899,42.0,F,147
7ee057c13f,7/14/1977,117.0,M,210
6dadc8ea52,3/9/1971,44.0,F,174
2982fac667,11/5/1990,42.0,F,125
818882dcd0,8/9/1989,78.0,M,172
dbae3c14ab,9/6/1972,57.0,M,112
b8c1a14d5d,12/30/1899,28.0,F,145
6bb13b9026,6/21/1975,15.5,F,174
ebb67b9232,4/30/1980,44.0,F,223
b58bb9f419,12/10/1973,42.0,M,92
4f7a05c9c5,8/28/1976,22.0,M,165
2a849361bb,7/9/1983,28.0,M,200
f124f18870,5/25/1952,28.0,F,222
c75cd661e6,5/18/1979,22.0,F,76
75ef03c625,11/15/1986,78.0,M,127
a61637d68f,5/6/1977,22.0,F,182
2747a33611,1/2/1994,22.0,F,176
a8bd5b52c0,3/23/1983,44.0,F,153
87714b79a8,5/24/1977,44.0,M,167
9577167539,3/8/1989,22.0,M,160
545bcdca64,11/9/1981,15.5,F,196
967907a7be,5/12/1983,22.0,F,62
da329c5ec5,9/8/1988,44.0,F,290
0a42a57f70,3/8/1984,15.5,F,43
56df8378d5,11/12/1983,78.0,M,209
8b7dfba871,4/20/1977,22.0,F,102
50144b724d,11/25/1995,22.0,F,161
b5bee6f53f,11/26/1973,44.0,M,99
42f52aaffa,1/6/1985,42.0,M,180
95ce668706,12/30/1899,15.5,F,137
bab5d983a3,3/30/1961,22.0,M,186
3c4d2606c3,6/7/1982,44.0,M,65
b651b97bb4,2/14/1971,117.0,F,218
da7c59febd,10/14/1984,44.0,F,233
dfa0541685,10/22/1989,22.0,M,190
69b6901824,7/14/1951,42.0,F,114
d08536dc4e,10/3/1974,102.0,F,322
77ebdbe9fc,2/3/1985,44.0,F,246
2069cdf366,6/25/1985,15.5,F,165
ba96de77fb,7/27/1980,15.5,F,178
60e80877c6,6/27/1989,117.0,F,365
c465761572,7/25/1958,15.5,F,76
a116fd26a6,12/30/1899,15.5,F,136
f8e59f4b2f,2/12/1964,10.0,M,146
daacbf0ab1,1/8/1987,15.5,F,176
d4a5a5da7a,12/29/1993,22.0,F,76
ed07c6fc47,11/28/1976,42.0,F,176
6702b0c466,7/25/1978,10.0,F,133
65bfa419f5,12/22/1989,42.0,F,151
a49d0ae3a1,7/5/1956,42.0,F,225
a49d0ae3a1,7/5/1956,15.5,F,277
0763a9da1c,9/14/1975,44.0,F,173
a83bc275e0,4/8/1983,78.0,F,231
de8e84886b,12/30/1899,57.0,M,78
9e110c1963,5/29/1986,22.0,M,168
40e684b539,5/1/1993,22.0,F,182
330d300441,5/4/1973,10.0,F,54
3d89351956,3/4/1952,117.0,F,352
5502a6f947,9/20/1967,10.0,F,207
f67cb56621,2/7/1980,22.0,F,175
8fd1311203,9/13/1979,22.0,F,98
3650ee373b,10/28/1976,42.0,F,202
6a4c73da76,5/10/1973,117.0,F,290
502a0b9dae,9/30/1985,42.0,F,269
4d4563166e,2/12/1981,15.5,F,63
5ffed4b591,5/19/1964,15.5,F,220
43d24dfcb9,9/17/1991,22.0,F,68
4d0184b515,1/1/1981,42.0,F,189
a93b7f48b7,3/29/1980,22.0,M,174
f73310be07,12/30/1899,57.0,F,175
744653f70c,12/30/1899,42.0,M,176
25c68a4919,12/30/1899,28.0,F,153
753ced0335,7/23/1991,78.0,F,243
fc528cd2a8,9/19/1984,42.0,M,176
8a18e8579f,6/19/1981,22.0,F,163
e2d8af9125,7/25/1973,22.0,F,178
ba8a0e91d0,12/30/1899,78.0,F,211
351e95e214,11/4/1989,42.0,M,96
8fd068664a,3/14/1954,15.5,M,219
9cbb212ac5,9/24/1976,28.0,F,78
7c22da8e68,7/18/1957,44.0,M,158
5ade8f3539,12/30/1899,28.0,M,99
79d35f8182,10/27/1975,44.0,M,166
73430b5f05,12/30/1899,117.0,M,255
4095cae71d,6/9/1993,15.5,F,184
a44721842f,12/30/1899,15.5,M,60
8a8ec8429a,11/29/1930,44.0,F,237
4b3b27e0a7,12/30/1899,15.5,F,125
36aed8cbda,1/30/1944,10.0,F,141
e276c86f8a,9/20/1985,44.0,M,187
3114c44085,4/6/1989,57.0,M,241
080eede654,8/30/1974,22.0,M,99
6b6e285e47,12/29/1993,22.0,F,107
4d39cad84e,6/6/1983,117.0,M,214
d486846b4b,7/28/1977,28.0,M,134
976f0108d3,12/30/1899,22.0,F,129
13e0b03c22,12/30/1899,42.0,F,101
98d999a0ce,1/21/1988,22.0,F,217
3de241ba24,3/15/1961,42.0,F,289
355bcbdfc5,9/27/1979,117.0,F,172
8b36cb2bc0,1/17/1979,10.0,M,65
bbb4ec1e38,7/12/1974,44.0,F,181
60bd27fea9,12/4/1965,15.5,F,135
0a540cfe07,12/11/1972,15.5,F,79
f880c8f389,12/30/1899,102.0,F,238
1d1b168205,7/25/1988,10.0,F,163
5e4b544886,12/30/1899,44.0,F,191
843e955047,4/26/1991,10.0,M,134
006a07ee99,6/15/1979,44.0,M,197
764a6fb7d0,3/24/1975,10.0,F,169
bf2c2f7737,2/18/1967,44.0,M,224
de41fa2b5a,1/21/1959,10.0,F,200
de41fa2b5a,1/21/1959,44.0,F,234
37677b4f2e,3/21/1975,42.0,M,98
ab061ceec4,3/15/1990,44.0,F,105
e93e069af4,8/22/1966,15.5,F,159
ed53f2d282,5/8/1972,22.0,M,168
0e7ab85efc,8/5/1974,15.5,F,176
4edee2e868,1/22/1977,15.5,F,87
952fb5c9a7,6/6/1979,117.0,F,229
211c1d3c8d,2/22/1962,22.0,F,211
0a162f0921,3/15/1989,15.5,F,232
3fb30848ad,12/30/1899,44.0,M,155
5f9fb7811c,12/30/1899,15.5,M,129
5023e00c98,10/1/1967,22.0,F,99
f3f13de491,8/29/1967,44.0,M,213
b0849f2d9d,9/10/1989,15.5,F,194
70d2da662b,6/26/1980,44.0,F,170
4f9c3f293e,11/22/1973,117.0,F,243
4698bc0c4d,8/29/1973,42.0,F,169
c6a506e6d0,1/22/1980,22.0,F,178
8f7c5ea9b8,4/13/1988,102.0,F,384
2a3c6a4b6f,8/25/1985,10.0,F,70
d518cbc685,9/27/1978,57.0,F,222
4f64af10d5,3/9/1982,22.0,M,186
ca1e3c1694,10/10/1948,44.0,F,103
4a225d7b99,12/30/1899,44.0,F,167
91133ba09f,5/16/1983,42.0,M,166
3fdf20940d,9/9/1991,44.0,F,226
f9d9f12e15,11/18/1992,15.5,F,185
17fc10f555,5/16/1944,28.0,M,117
69628c546f,12/30/1899,15.5,M,144
8f3c588016,10/13/1986,44.0,F,201
510266c62b,11/15/1986,57.0,F,231
4ad5150875,11/10/1964,102.0,F,269
37c059b1bb,11/17/1981,10.0,F,64
6f73733e2a,12/30/1899,117.0,M,206
8ebe109a25,5/3/1984,15.5,F,160
c8147e23ce,5/23/1976,44.0,M,187
5a6067ae17,4/20/1990,44.0,M,198
c2847d5c7b,9/3/1989,44.0,F,171
6c54826855,1/9/1988,42.0,F,166
772af8fbea,4/13/1994,22.0,F,71
10a2302857,1/11/1988,44.0,F,176
d3cfb4c2e3,12/24/1968,57.0,M,190
bb5ee37b80,1/15/1946,78.0,F,282
c1ad826ce8,9/8/1965,102.0,M,238
56f67de335,8/5/1986,44.0,F,213
5831e0c19b,12/30/1899,22.0,F,164
03899c3445,5/27/1983,57.0,M,146
ecfa1d88c1,12/14/1972,57.0,F,228
3e10392c57,3/15/1989,15.5,F,160
a1e1d06673,7/8/1977,42.0,M,187
b206e2529c,9/12/1960,15.5,F,160
4ab5a668db,7/18/1992,42.0,M,89
d98c5bb5e5,7/14/1964,10.0,M,196
98b0c80eca,1/1/1985,57.0,M,188
238b505c25,7/4/1976,44.0,M,103
765431f75f,1/6/1983,28.0,M,139
fadd5edead,2/26/1983,78.0,M,247
ab904caf98,12/30/1899,57.0,F,185
070bea079d,4/14/1967,44.0,F,224
39f1a85b6e,8/4/1982,28.0,F,194
1a523d9dfe,12/27/1980,57.0,F,201
ce9873d43e,7/13/1988,42.0,F,169
e694a30a20,7/24/1966,10.0,M,158
61ee211a19,9/15/1978,102.0,M,242
71db2352ce,12/30/1899,44.0,F,174
8ed3404e12,12/30/1899,28.0,F,146
27fa8cf9c1,10/28/1989,22.0,F,116
6b3dac4384,5/22/1946,57.0,F,221
61a25f4bbe,7/7/1950,28.0,F,288
73e1e91ccf,9/1/1990,28.0,F,154
3fc2562acd,4/18/1986,22.0,F,158
370a3a3674,5/10/1972,22.0,M,151
03860afe09,6/15/1977,15.5,F,159
1248447833,6/16/1978,102.0,F,165
24a71eba30,10/31/1971,15.5,F,185
e4f5c25212,7/3/1972,44.0,F,200
a7b52dff51,2/21/1971,28.0,F,168
abdb356ecb,9/3/1984,15.5,F,224
a96649107e,11/24/1967,22.0,F,216
2d33b05e73,4/12/1978,57.0,F,222
a6b0c96af2,12/30/1899,44.0,F,94
e9b31edb57,6/21/1968,22.0,F,102
b86c95c1e5,12/13/1943,15.5,F,96
1a9724b939,1/6/1974,44.0,M,194
74f4ca7439,5/28/1975,22.0,F,181
8940e794b0,8/17/1987,15.5,F,101
fdae11296d,2/6/1962,44.0,F,119
7a1bf39546,7/15/1981,44.0,F,197
0663477835,10/9/1975,44.0,F,174
3b4d88e4df,12/30/1899,44.0,F,180
b7cde00f7e,10/11/1989,10.0,F,117
1a6699a280,6/11/1991,44.0,F,100
4c8019d96e,10/27/1953,28.0,F,246
a44647a235,10/8/1955,117.0,F,245
0886f431f4,12/24/1972,22.0,F,78
ecfc20fe58,5/8/1986,44.0,M,233
6eaff6eb6b,3/4/1986,44.0,M,151
cd039eaa13,12/30/1899,117.0,F,252
55933b6dbc,4/20/1944,10.0,F,194
f0602606d2,8/2/1990,57.0,M,277
954d7b9d8c,3/9/1971,10.0,M,83
9837849996,2/25/1937,15.5,F,215
d15f635d7b,1/27/1959,78.0,F,143
3fbee14226,11/6/1965,22.0,F,85
9e71b56b22,1/8/1972,22.0,M,155
68297a149f,11/4/1980,28.0,F,181
23c33668a8,10/23/1968,44.0,F,155
70bbc05134,3/5/1960,44.0,F,244
b6877cd5f8,7/28/1970,42.0,F,173
5be5d976d8,12/30/1899,28.0,M,126
e8b699ef78,12/30/1899,44.0,F,161
fe5945a7cf,2/14/1943,22.0,M,172
70bf3a6ae8,4/5/1972,44.0,M,95
1a61f4baa7,3/24/1976,44.0,F,208
d3402f1d1f,11/14/1977,44.0,M,178
b342840032,10/28/1965,15.5,M,160
467a6ded4c,3/4/1969,15.5,M,176
99c05f115c,7/30/1980,22.0,M,168
6a641ece10,6/20/1980,22.0,M,152
67c852ce83,7/20/1995,57.0,F,117
885badb5ba,4/19/1981,22.0,M,148
ce004fd84b,1/21/1956,15.5,F,235
050ba4bb2f,3/23/1977,57.0,M,199
3439fb3cfe,4/22/1980,28.0,F,191
353f0a8008,1/19/1978,15.5,F,121
b60a2b5df8,2/15/1990,10.0,F,71
06e1e42d9a,6/14/1988,44.0,M,177
d05af831f5,12/24/1967,15.5,F,185
a2f76fed1d,8/30/1984,22.0,M,53
6f05a1569b,12/30/1899,10.0,F,122
7dce54620f,5/7/1985,15.5,F,167
b4c913942b,7/6/1977,102.0,M,248
a7fe54d5f9,4/23/1990,28.0,F,236
29d958d6b2,3/5/1987,15.5,M,109
cdbe76f0cd,1/1/1970,28.0,F,160
70597007e0,6/24/1956,22.0,F,92
270b541e78,9/16/1985,28.0,M,181
c26d7cf5a8,12/26/1935,28.0,M,164
c26d7cf5a8,12/26/1935,10.0,M,151
9af561b8f3,12/30/1899,57.0,F,108
5be9606256,11/27/1975,44.0,M,168
5e2941acb8,8/16/1948,57.0,M,183
dbb845aa46,12/30/1899,57.0,F,85
efc793f92a,3/6/1977,22.0,F,128
3013568959,6/11/1951,42.0,M,267
c8ae5ef002,5/14/1986,57.0,F,200
4751cd970c,5/13/1988,44.0,M,203
cd946d5ead,12/21/1991,28.0,F,215
d9598cdeb4,12/30/1899,78.0,F,196
695dc4462d,12/30/1978,57.0,F,132
693f67076d,2/15/1991,78.0,F,266
44aadcbfaf,12/23/1981,78.0,F,149
f89b7fd844,11/22/1985,44.0,F,207
4f7cacf0d9,3/2/1970,44.0,F,228
4a6060198a,12/30/1899,28.0,F,119
bd5615f767,12/30/1988,15.5,F,145
6789c82aa6,10/13/1974,117.0,M,266
8d646fd0cb,5/29/1968,42.0,M,165
9c5e1f8246,11/30/1974,44.0,M,178
c98cd6bd42,6/27/1973,15.5,M,141
c98cd6bd42,6/27/1973,22.0,F,185
1fe01a7a72,7/21/1982,22.0,F,72
498435866f,6/23/1964,15.5,F,78
96e30b1b0d,5/27/1951,44.0,F,98
1dc3461cc1,2/2/1955,15.5,F,102
71ec4ac174,12/30/1973,102.0,F,242
7b27bfe08d,7/19/1978,42.0,F,154
08082914c5,12/30/1899,117.0,M,228
fea33a9ea3,5/7/1975,42.0,F,164
ae4c9f44af,6/25/1983,42.0,F,184
3c216dc40d,10/28/1962,10.0,F,234
dfa3294dd0,12/30/1899,44.0,M,176
8a2ede4979,4/20/1975,28.0,F,75
c29e98ce7d,12/24/1980,102.0,M,267
57680ed50b,8/12/1976,28.0,F,108
7d125495b9,12/30/1899,42.0,F,181
0c9b80278a,9/4/1975,15.5,M,131
1e5a6ba25e,1/18/1992,22.0,F,148
1321b1c9bd,10/21/1943,42.0,M,240
1e924184fb,7/6/1980,28.0,M,156
89add762e9,1/22/1982,15.5,M,177
4f7b864e03,6/28/1985,42.0,F,148
9f0b516ca2,8/15/1986,15.5,F,138
8e4d576e81,3/26/1976,42.0,F,184
748272950f,9/20/1985,117.0,M,314
873f72c57e,3/18/1982,102.0,F,198
304169230b,2/20/1976,57.0,F,239
2cbb47018a,12/30/1899,22.0,M,151
c863a773c8,11/3/1976,42.0,F,171
a6cb9b40c5,6/4/1963,57.0,F,268
d9034c781b,3/2/1983,57.0,M,172
5f6f6e065d,4/21/1935,10.0,F,156
c22df85cce,9/5/1952,42.0,F,174
7559c86108,2/13/1961,22.0,F,122
3ed300ebbf,12/30/1899,57.0,F,185
37527630f3,12/30/1899,57.0,F,218
5d065a3d39,2/19/1976,22.0,M,68
fdb04ce4c1,12/4/1978,22.0,F,182
cea6e2de57,8/19/1990,28.0,F,174
d768cdabf7,1/8/1989,44.0,F,284
5b273a4a9b,5/1/1972,28.0,F,195
e7ea3e4009,5/27/1975,15.5,F,115
fd5b72ee2a,12/30/1899,22.0,F,129
0d9270e6f0,7/21/1971,44.0,F,159
35e0a69534,1/13/1937,44.0,F,263
e946e735ab,12/28/1956,22.0,F,251
1a84898241,12/7/1987,15.5,F,135
92b6c7f08a,12/30/1899,44.0,F,92
cb39e08daa,2/25/1957,44.0,F,318
bf20da8008,11/29/1964,15.5,M,172
580b8f888f,4/8/1974,42.0,F,205
410a3ea5b1,7/17/1980,102.0,F,199
de72fd5bab,12/30/1899,22.0,M,127
08f4021dec,12/30/1899,15.5,F,159
7b6e374279,1/1/1972,22.0,M,158
79502612c2,5/31/1984,44.0,M,230
7e91dacf07,9/14/1960,28.0,F,268
ca37f237d1,12/30/1899,22.0,M,154
a835e5cf89,1/9/1990,10.0,F,169
4136e848d1,12/30/1899,28.0,F,138
2d4813cf03,7/3/1947,57.0,F,248
173e697b1e,9/27/1979,44.0,M,197
a261ca4d34,5/19/1953,22.0,M,226
13a6850d17,11/11/1987,22.0,F,235
e72122efe8,11/13/1979,22.0,F,127
e4305f748f,9/2/1989,42.0,F,106
210894b8ed,12/18/1986,42.0,F,250
011ec9a837,12/30/1899,15.5,F,63
8c97267622,6/25/1987,22.0,M,85
ca65c949dc,11/3/1988,44.0,M,147
678af8f24f,1/28/1957,57.0,M,206
fc05833823,10/15/1955,57.0,F,139
e50c16561e,2/19/1970,15.5,M,134
d9cdfe7a58,11/1/1985,10.0,F,131
0f4e48a82c,12/30/1899,44.0,M,143
12e01ed788,8/24/1960,44.0,F,276
97e2c361be,8/5/1982,102.0,F,374
b778f09e50,11/19/1951,22.0,F,211
b778f09e50,11/19/1951,102.0,M,301
1d72ef9e7d,9/28/1981,57.0,F,230
1d9c69c534,12/30/1899,57.0,M,197
f3c858ef8e,2/10/1984,10.0,F,194
62062dd1ef,2/23/1984,15.5,F,178
fba426e520,12/30/1899,15.5,F,148
1814371787,4/7/1986,22.0,F,212
cd4a9f90ba,10/11/1990,22.0,F,70
e33bc0b058,1/14/1955,15.5,F,272
d7ab5fc406,1/12/1950,42.0,F,254
40fdc668f0,10/31/1987,44.0,F,271
1dd19b735a,5/18/1993,102.0,F,310
3779d56045,6/6/1987,42.0,M,228
345ecf51b1,7/9/1968,44.0,M,176
224157b5ca,12/30/1899,42.0,F,160
a69e076112,10/16/1956,22.0,F,197
42b0f4454b,10/11/1987,78.0,F,127
3126038647,3/3/1969,22.0,F,205
39615a4334,12/8/1987,15.5,F,169
18ee733992,3/10/1961,15.5,M,141
a05c3fff7f,12/30/1899,15.5,F,116
77e1d91e1f,5/23/1971,22.0,M,110
c3242f23de,3/22/1960,22.0,F,215
abd90610cf,7/6/1981,28.0,F,171
f20b7baa5e,9/13/1978,10.0,F,63
048206a734,8/11/1988,22.0,F,73
9ec5b75aed,2/5/1986,22.0,M,183
fa42cd5d0d,7/6/1961,117.0,F,286
134d6ad828,8/9/1989,42.0,M,68
0b7f741d32,7/10/1981,102.0,F,307
1a8efaacd9,12/30/1899,15.5,M,108
fd1763792b,12/30/1899,10.0,F,153
72b7883316,6/12/1985,117.0,M,234
8675c0a833,5/21/1994,44.0,F,111
52b134581f,3/13/1974,57.0,F,221
fb2e939a38,4/8/1980,44.0,M,202
47c791b982,11/23/1966,15.5,M,90
a2974eef97,7/13/1982,42.0,F,226
10644cf686,1/7/1987,42.0,F,271
bfa2449165,11/17/1987,44.0,F,106
4b0214f9a2,9/21/1989,10.0,F,72
0b8d2a6e15,4/25/1983,44.0,M,176
ae7a4377eb,10/2/1947,42.0,M,207
ae7a4377eb,10/2/1947,22.0,F,198
d518cbc685,9/27/1978,22.0,F,52
