customer_id,ip,pages_visited,campain
9e6dff2b23,199.95.171.58,1.0,False
2caa67dc6e,96.249.15.166,5.0,False
0ca3584093,166.210.129.39,5.0,True
d3a77f31d5,68.55.55.219,7.0,True
9ecf26e037,49.173.122.57,3.0,False
975247ba49,47.29.134.237,5.0,False
301e470e42,118.135.185.209,5.0,False
78bc24021f,163.226.216.103,13.0,False
23858ed10f,95.56.101.141,8.0,True
e4dc534551,193.244.205.202,8.0,True
5f40e08f88,199.16.77.147,6.0,False
b7bf54b22f,80.190.61.210,5.0,False
811ca9f9aa,151.102.38.157,5.0,False
1603f582ad,44.68.55.92,9.0,False
907c0ff6ca,199.192.104.134,5.0,False
80b7f6ed45,115.31.87.45,7.0,False
8cc1eb485f,184.66.173.229,9.0,True
c69af52270,77.73.140.216,6.0,False
8fe0eb21d1,197.197.233.132,9.0,True
a95a72639c,131.35.18.192,8.0,False
15c96691d4,118.191.105.188,6.0,True
cc8766a721,87.26.37.216,7.0,False
0ba892d0db,154.90.252.169,3.0,False
0a9c085b16,179.234.252.13,6.0,False
1f7b160e49,81.169.243.88,4.0,False
8f7d8cace1,116.160.33.82,7.0,False
8f7d8cace1,101.69.224.5,10.0,False
d0ee34a7fd,78.195.229.236,4.0,False
ad0f647987,67.125.182.128,8.0,False
73751fa59c,153.133.14.147,10.0,True
8ba021abdf,180.15.172.121,6.0,False
b56a5488c0,120.198.65.133,5.0,False
2342078e18,149.163.185.8,4.0,False
2342078e18,71.182.184.67,7.0,True
9536b81985,126.11.169.188,3.0,False
cf07dc1ca2,129.184.8.166,7.0,False
93ac938561,157.179.31.168,4.0,False
ada842dc06,199.20.156.166,6.0,False
a535af428b,82.244.51.194,7.0,True
9027d63059,200.84.155.243,5.0,False
10be5f0188,46.62.112.36,4.0,True
9a97117b53,181.207.122.162,1.0,False
a7d6b660cb,114.6.136.38,7.0,False
d16f1419c8,110.85.194.185,8.0,False
1aef95b9b7,122.243.126.173,6.0,True
c6b009bc7c,84.231.18.14,2.0,False
a7521e64f6,134.220.137.247,8.0,True
78737328f6,109.242.150.128,4.0,True
7edea10928,138.175.47.58,10.0,True
bbad506dc0,88.122.164.161,7.0,True
4dd38123c5,60.153.109.234,5.0,False
adef1c02bf,49.61.206.246,7.0,True
04fc00fbf5,63.87.195.110,1.0,False
dcf8217616,110.38.108.45,4.0,False
99bba7b58a,108.190.134.203,4.0,False
237798408f,152.225.45.188,10.0,False
c244e79809,111.31.62.229,3.0,True
9ee54af004,109.212.233.241,6.0,True
fd9d06af62,119.77.134.179,6.0,True
dbe836a16e,88.222.176.142,3.0,False
ebc3e63b26,173.73.32.199,5.0,False
ca1a177493,115.125.64.25,5.0,False
13837b20f1,133.140.8.231,10.0,True
69d29f79fe,117.84.129.222,3.0,False
aec5e384fc,146.23.157.78,3.0,False
027beb31a7,93.48.85.90,5.0,True
9d1ffbb879,167.35.164.7,4.0,False
bc32c2e3d5,171.92.98.149,7.0,False
bc32c2e3d5,47.64.225.19,14.0,False
e5261978b3,158.158.53.193,6.0,False
accaf5895c,140.253.71.141,8.0,False
466c3cc948,69.212.206.118,3.0,False
c259f85948,84.112.131.186,3.0,False
f3ee55c056,42.8.18.234,6.0,False
f3fe228e05,63.89.56.133,7.0,False
68a6c602e1,187.17.137.145,6.0,False
67672967f3,109.54.234.94,5.0,False
8f22a10cf4,200.152.156.247,3.0,False
f83052ff8d,134.104.103.42,5.0,False
a04411a650,140.188.167.215,5.0,False
57c6d171f9,111.30.233.16,5.0,False
bf2ecad6bf,117.236.238.170,5.0,False
1ae22a3cff,131.70.253.55,11.0,False
edcfbb6348,193.35.244.140,5.0,False
701ff178dd,198.83.182.81,7.0,False
4f4a1ea6ba,81.39.98.167,7.0,True
047278cd35,59.134.165.101,4.0,False
e75a125409,44.139.227.129,5.0,False
c37ad52aaf,88.180.42.198,6.0,False
d754f09814,166.253.161.114,6.0,False
491da82143,73.3.184.143,9.0,False
01277ca8bf,100.28.30.39,6.0,True
3ec2d0edfe,170.159.54.191,6.0,False
efe6c63ef2,87.160.153.45,5.0,True
8f70b5836c,174.108.156.155,8.0,True
b6e0b18324,85.240.10.15,8.0,True
00230b1e80,157.96.97.63,4.0,True
73242ff3f2,56.175.146.226,4.0,False
be88209c5a,108.33.33.236,12.0,True
ece20eb48a,87.233.181.180,1.0,False
7ee057c13f,81.33.225.91,4.0,True
6dadc8ea52,150.214.216.121,7.0,False
2982fac667,92.83.10.234,7.0,False
818882dcd0,78.85.92.214,7.0,False
dbae3c14ab,177.217.92.244,12.0,True
b8c1a14d5d,132.149.32.40,7.0,False
6bb13b9026,170.212.163.7,6.0,False
ebb67b9232,153.57.126.72,5.0,False
b58bb9f419,113.219.15.158,5.0,False
4f7a05c9c5,99.132.235.61,6.0,False
2a849361bb,68.54.251.83,6.0,False
f124f18870,87.184.246.206,11.0,False
c75cd661e6,106.238.127.122,6.0,False
75ef03c625,110.252.236.20,9.0,True
a61637d68f,52.151.186.139,6.0,False
2747a33611,170.34.241.126,7.0,False
a8bd5b52c0,62.57.96.170,6.0,True
87714b79a8,56.138.242.123,6.0,True
9577167539,107.126.227.88,7.0,True
545bcdca64,99.71.174.29,7.0,False
967907a7be,92.51.88.3,7.0,False
da329c5ec5,54.96.184.249,6.0,False
0a42a57f70,59.145.101.186,6.0,False
56df8378d5,64.9.203.146,8.0,True
8b7dfba871,88.119.153.117,6.0,True
50144b724d,72.169.5.88,5.0,False
b5bee6f53f,189.18.34.160,5.0,True
42f52aaffa,68.96.70.54,5.0,True
95ce668706,62.146.46.120,8.0,False
bab5d983a3,141.64.162.166,5.0,False
3c4d2606c3,93.116.86.151,1.0,False
b651b97bb4,84.223.133.127,9.0,True
da7c59febd,44.53.172.124,3.0,False
dfa0541685,188.185.29.112,9.0,False
69b6901824,119.146.40.251,7.0,False
d08536dc4e,143.152.88.132,8.0,False
77ebdbe9fc,81.175.28.202,13.0,False
2069cdf366,97.104.10.138,6.0,True
ba96de77fb,157.160.204.145,4.0,False
60e80877c6,188.151.233.60,5.0,False
c465761572,187.91.35.240,3.0,True
a116fd26a6,140.10.182.229,8.0,True
f8e59f4b2f,162.183.107.10,5.0,True
daacbf0ab1,121.147.191.99,9.0,False
d4a5a5da7a,123.167.148.20,6.0,False
ed07c6fc47,47.214.125.180,12.0,False
6702b0c466,122.47.69.104,6.0,False
65bfa419f5,49.103.12.108,2.0,True
a49d0ae3a1,90.169.177.215,5.0,False
a49d0ae3a1,137.52.163.135,6.0,False
0763a9da1c,96.104.196.145,5.0,True
a83bc275e0,155.73.173.177,3.0,False
de8e84886b,95.65.123.150,6.0,True
9e110c1963,163.9.69.247,9.0,False
40e684b539,151.152.134.125,4.0,False
330d300441,113.201.222.174,1.0,True
3d89351956,142.179.133.198,4.0,False
5502a6f947,138.202.108.94,6.0,False
f67cb56621,58.161.118.56,7.0,False
8fd1311203,195.155.210.92,5.0,False
3650ee373b,159.83.33.73,5.0,False
6a4c73da76,129.196.52.6,8.0,False
502a0b9dae,67.181.189.94,7.0,False
4d4563166e,119.183.141.169,5.0,True
5ffed4b591,52.145.147.137,10.0,False
43d24dfcb9,123.92.129.81,2.0,True
4d0184b515,111.254.146.191,4.0,False
a93b7f48b7,99.108.32.29,8.0,False
f73310be07,140.105.170.26,6.0,False
744653f70c,174.110.112.46,7.0,False
25c68a4919,63.80.154.25,2.0,False
753ced0335,132.176.44.10,5.0,False
fc528cd2a8,162.81.219.164,9.0,True
8a18e8579f,195.6.116.110,5.0,False
e2d8af9125,55.157.143.136,10.0,False
ba8a0e91d0,66.32.83.200,3.0,False
351e95e214,125.118.233.60,3.0,False
8fd068664a,74.131.238.115,10.0,False
9cbb212ac5,58.216.228.59,3.0,False
7c22da8e68,89.6.65.59,7.0,True
5ade8f3539,41.197.191.146,4.0,False
79d35f8182,67.194.240.11,5.0,True
73430b5f05,146.114.184.90,6.0,False
4095cae71d,76.239.68.146,6.0,False
a44721842f,115.151.31.239,4.0,True
8a8ec8429a,108.34.49.118,6.0,False
4b3b27e0a7,47.236.90.240,6.0,True
36aed8cbda,146.173.13.197,4.0,True
e276c86f8a,112.184.84.62,5.0,False
3114c44085,155.231.75.166,6.0,False
080eede654,109.61.206.190,8.0,False
6b6e285e47,190.246.123.122,4.0,False
4d39cad84e,122.208.252.171,1.0,True
d486846b4b,168.187.70.203,9.0,True
976f0108d3,83.54.189.85,6.0,False
13e0b03c22,179.246.239.190,4.0,False
98d999a0ce,66.59.147.226,5.0,False
3de241ba24,128.114.166.11,8.0,False
355bcbdfc5,110.73.179.96,9.0,False
8b36cb2bc0,189.98.11.108,7.0,True
bbb4ec1e38,70.156.82.245,2.0,False
60bd27fea9,43.62.124.178,8.0,True
0a540cfe07,179.245.242.17,4.0,False
f880c8f389,164.175.177.200,5.0,True
1d1b168205,137.113.201.20,7.0,True
5e4b544886,57.48.9.147,5.0,False
843e955047,151.78.157.247,6.0,False
006a07ee99,157.188.19.77,5.0,False
764a6fb7d0,155.92.77.196,7.0,False
bf2c2f7737,130.165.163.173,6.0,False
de41fa2b5a,61.63.87.115,4.0,False
de41fa2b5a,144.241.71.120,2.0,False
37677b4f2e,190.240.189.23,7.0,False
ab061ceec4,110.97.36.135,10.0,False
e93e069af4,64.108.209.8,8.0,True
ed53f2d282,169.124.141.105,9.0,False
0e7ab85efc,108.241.217.18,7.0,False
4edee2e868,148.214.132.196,3.0,False
952fb5c9a7,193.88.81.16,9.0,True
211c1d3c8d,53.18.38.204,5.0,False
0a162f0921,73.34.110.253,5.0,False
3fb30848ad,193.211.194.8,9.0,False
5f9fb7811c,70.74.215.103,3.0,False
5023e00c98,188.26.25.233,6.0,False
f3f13de491,129.138.125.69,4.0,False
b0849f2d9d,138.245.164.253,9.0,False
70d2da662b,194.38.162.93,7.0,True
4f9c3f293e,176.87.160.135,7.0,False
4698bc0c4d,155.80.18.60,4.0,True
c6a506e6d0,68.102.88.38,12.0,False
8f7c5ea9b8,43.109.124.98,6.0,False
2a3c6a4b6f,182.121.187.171,10.0,False
d518cbc685,142.64.86.126,9.0,False
4f64af10d5,184.181.37.165,6.0,False
ca1e3c1694,77.122.48.254,6.0,False
4a225d7b99,98.10.244.189,6.0,True
91133ba09f,66.35.165.58,1.0,False
3fdf20940d,167.35.65.62,9.0,False
f9d9f12e15,107.224.181.59,11.0,False
17fc10f555,177.225.11.210,7.0,False
69628c546f,174.244.63.203,4.0,False
8f3c588016,140.188.238.186,5.0,True
510266c62b,67.148.164.198,8.0,True
4ad5150875,72.250.151.4,14.0,True
37c059b1bb,60.17.103.245,4.0,False
6f73733e2a,158.109.3.92,3.0,True
8ebe109a25,52.30.146.174,5.0,True
c8147e23ce,73.91.189.47,4.0,False
5a6067ae17,141.95.254.239,8.0,False
c2847d5c7b,80.41.157.102,9.0,True
6c54826855,93.240.216.128,12.0,True
772af8fbea,58.210.67.48,3.0,False
10a2302857,122.46.25.248,2.0,False
d3cfb4c2e3,188.196.124.149,7.0,False
bb5ee37b80,89.15.6.22,6.0,False
c1ad826ce8,125.12.195.188,6.0,True
56f67de335,53.17.102.175,3.0,False
5831e0c19b,99.191.104.236,8.0,False
03899c3445,195.161.185.76,3.0,False
ecfa1d88c1,137.39.106.14,3.0,False
3e10392c57,141.121.67.225,4.0,True
a1e1d06673,162.94.99.56,5.0,False
b206e2529c,44.232.95.193,3.0,True
4ab5a668db,58.132.43.152,5.0,True
d98c5bb5e5,68.65.32.57,6.0,False
98b0c80eca,131.245.178.2,4.0,True
238b505c25,196.23.100.110,7.0,False
765431f75f,171.20.58.155,5.0,True
fadd5edead,44.30.84.108,5.0,False
ab904caf98,97.183.237.27,6.0,True
070bea079d,83.248.32.103,6.0,False
39f1a85b6e,178.228.14.241,7.0,False
1a523d9dfe,161.102.33.105,13.0,False
ce9873d43e,89.225.60.86,7.0,True
e694a30a20,95.202.10.25,9.0,False
61ee211a19,156.91.145.28,7.0,True
71db2352ce,92.64.254.34,9.0,False
8ed3404e12,51.206.249.7,8.0,False
27fa8cf9c1,115.7.127.162,1.0,True
6b3dac4384,138.214.15.175,5.0,True
61a25f4bbe,54.157.2.203,6.0,False
73e1e91ccf,53.143.77.71,7.0,True
3fc2562acd,79.166.161.221,7.0,False
370a3a3674,142.156.43.215,10.0,False
03860afe09,148.111.251.10,13.0,False
1248447833,58.45.237.147,5.0,False
24a71eba30,198.205.166.140,8.0,False
e4f5c25212,47.137.121.133,6.0,False
a7b52dff51,86.151.231.47,7.0,False
abdb356ecb,128.49.246.20,7.0,False
a96649107e,157.230.135.184,8.0,False
2d33b05e73,101.166.90.88,5.0,False
a6b0c96af2,175.70.118.194,4.0,False
e9b31edb57,80.64.64.180,5.0,True
b86c95c1e5,46.214.107.128,4.0,False
1a9724b939,96.178.44.92,6.0,False
74f4ca7439,159.164.147.44,6.0,False
8940e794b0,89.117.36.250,3.0,True
fdae11296d,187.89.28.245,3.0,False
7a1bf39546,124.246.215.251,7.0,False
0663477835,75.33.226.242,6.0,True
3b4d88e4df,48.57.71.92,3.0,False
b7cde00f7e,181.171.213.104,8.0,False
1a6699a280,115.192.221.2,3.0,False
4c8019d96e,53.1.107.139,7.0,False
a44647a235,106.99.188.229,4.0,True
0886f431f4,177.91.75.215,5.0,True
ecfc20fe58,164.185.231.3,4.0,False
6eaff6eb6b,77.231.42.236,6.0,True
cd039eaa13,164.80.88.146,7.0,False
55933b6dbc,147.171.203.9,7.0,False
f0602606d2,64.105.108.62,6.0,False
954d7b9d8c,200.77.17.35,9.0,False
9837849996,199.122.234.102,5.0,False
d15f635d7b,110.99.155.115,4.0,False
3fbee14226,171.5.213.108,8.0,False
9e71b56b22,96.125.216.30,6.0,False
68297a149f,115.130.237.232,7.0,False
23c33668a8,182.209.204.30,6.0,True
70bbc05134,167.38.225.96,12.0,False
b6877cd5f8,92.15.49.51,3.0,False
5be5d976d8,123.227.211.184,7.0,True
e8b699ef78,79.196.253.158,3.0,False
fe5945a7cf,47.87.53.95,3.0,False
70bf3a6ae8,58.8.82.238,3.0,False
1a61f4baa7,65.71.127.217,5.0,False
d3402f1d1f,54.53.47.253,14.0,False
b342840032,141.63.52.75,10.0,False
467a6ded4c,162.51.171.119,7.0,False
99c05f115c,152.176.84.146,4.0,False
6a641ece10,72.250.133.72,2.0,False
67c852ce83,164.147.98.158,4.0,False
885badb5ba,162.41.148.237,7.0,True
ce004fd84b,131.237.220.85,5.0,False
050ba4bb2f,139.122.158.60,6.0,False
3439fb3cfe,63.33.107.13,4.0,False
353f0a8008,78.217.231.58,5.0,True
b60a2b5df8,175.11.232.173,6.0,False
06e1e42d9a,52.164.210.114,3.0,True
d05af831f5,173.245.204.221,13.0,False
a2f76fed1d,190.53.48.161,9.0,False
6f05a1569b,166.9.74.204,5.0,True
7dce54620f,84.79.4.188,8.0,False
b4c913942b,82.250.111.199,5.0,False
a7fe54d5f9,166.42.239.90,5.0,False
29d958d6b2,186.37.76.246,10.0,False
cdbe76f0cd,71.189.16.248,5.0,True
70597007e0,116.230.5.191,6.0,False
270b541e78,53.156.179.36,5.0,False
c26d7cf5a8,163.101.147.218,6.0,False
c26d7cf5a8,53.243.203.181,5.0,False
9af561b8f3,171.38.229.226,11.0,False
5be9606256,93.111.39.106,12.0,False
5e2941acb8,139.150.231.184,6.0,True
dbb845aa46,180.190.66.190,3.0,False
efc793f92a,156.149.122.151,3.0,False
3013568959,162.89.27.112,6.0,False
c8ae5ef002,89.72.137.120,5.0,False
4751cd970c,90.14.74.70,8.0,False
cd946d5ead,128.25.236.109,4.0,False
d9598cdeb4,106.140.4.246,7.0,False
695dc4462d,95.8.185.234,14.0,False
693f67076d,76.77.243.238,4.0,False
44aadcbfaf,178.71.122.164,1.0,False
f89b7fd844,79.38.205.159,6.0,False
4f7cacf0d9,67.20.143.53,5.0,False
4a6060198a,83.247.179.105,4.0,True
bd5615f767,94.46.35.68,5.0,False
6789c82aa6,158.157.75.128,9.0,False
8d646fd0cb,62.211.156.162,7.0,False
9c5e1f8246,168.132.212.234,6.0,False
c98cd6bd42,188.200.252.106,4.0,False
c98cd6bd42,130.253.149.243,7.0,False
1fe01a7a72,200.31.104.181,1.0,True
498435866f,58.249.110.125,6.0,False
96e30b1b0d,183.212.87.48,10.0,True
1dc3461cc1,179.117.125.173,8.0,False
71ec4ac174,162.59.155.213,3.0,True
7b27bfe08d,124.180.49.63,12.0,True
08082914c5,91.172.237.216,9.0,False
fea33a9ea3,75.203.46.198,3.0,True
ae4c9f44af,117.120.39.13,8.0,False
3c216dc40d,129.176.101.128,9.0,False
dfa3294dd0,75.49.172.226,4.0,False
8a2ede4979,124.14.234.136,8.0,True
c29e98ce7d,43.171.94.67,7.0,False
57680ed50b,85.233.85.51,4.0,False
7d125495b9,148.29.154.151,11.0,False
0c9b80278a,166.190.86.224,1.0,False
1e5a6ba25e,169.65.212.229,1.0,False
1321b1c9bd,170.251.145.107,5.0,False
1e924184fb,81.230.167.121,4.0,False
89add762e9,199.224.135.253,5.0,False
4f7b864e03,178.17.127.42,5.0,False
9f0b516ca2,182.170.141.231,5.0,True
8e4d576e81,175.37.226.194,5.0,False
748272950f,148.125.157.186,5.0,False
873f72c57e,93.183.105.114,2.0,False
304169230b,171.204.165.78,5.0,False
2cbb47018a,48.43.65.90,10.0,False
c863a773c8,126.58.235.196,9.0,False
a6cb9b40c5,78.156.124.195,4.0,False
d9034c781b,141.1.222.99,13.0,True
5f6f6e065d,116.201.47.242,7.0,False
c22df85cce,153.167.186.46,4.0,True
7559c86108,190.227.72.43,3.0,False
3ed300ebbf,86.72.222.144,9.0,False
37527630f3,171.200.50.73,8.0,False
5d065a3d39,121.33.82.213,6.0,True
fdb04ce4c1,174.197.173.138,5.0,False
cea6e2de57,129.121.81.135,5.0,True
d768cdabf7,135.76.56.195,6.0,False
5b273a4a9b,143.37.250.124,7.0,False
e7ea3e4009,152.149.23.231,6.0,True
fd5b72ee2a,138.233.122.215,8.0,True
0d9270e6f0,125.229.31.245,5.0,True
35e0a69534,96.238.159.183,6.0,False
e946e735ab,47.139.246.106,6.0,False
1a84898241,163.82.186.122,4.0,True
92b6c7f08a,190.106.94.125,10.0,False
cb39e08daa,54.238.19.94,5.0,False
bf20da8008,188.145.100.107,7.0,False
580b8f888f,55.149.175.106,8.0,False
410a3ea5b1,92.119.216.33,12.0,True
de72fd5bab,89.243.114.126,13.0,False
08f4021dec,170.251.57.169,7.0,False
7b6e374279,44.165.150.76,3.0,False
79502612c2,50.9.40.155,5.0,False
7e91dacf07,128.236.19.185,5.0,False
ca37f237d1,64.209.72.64,6.0,False
a835e5cf89,134.219.131.194,4.0,False
4136e848d1,124.154.56.56,3.0,False
2d4813cf03,164.219.92.28,7.0,True
173e697b1e,130.16.5.92,5.0,False
a261ca4d34,66.172.122.104,10.0,False
13a6850d17,199.6.170.44,10.0,False
e72122efe8,133.239.138.121,4.0,True
e4305f748f,123.14.5.191,5.0,False
210894b8ed,166.8.97.122,5.0,False
011ec9a837,120.228.190.247,3.0,False
8c97267622,41.183.243.167,3.0,False
ca65c949dc,190.209.64.147,6.0,False
678af8f24f,70.63.237.17,1.0,False
fc05833823,123.177.67.185,5.0,False
e50c16561e,109.247.158.25,2.0,True
d9cdfe7a58,87.46.216.206,3.0,True
0f4e48a82c,141.127.184.211,7.0,True
12e01ed788,175.36.176.207,7.0,False
97e2c361be,174.108.66.113,9.0,False
b778f09e50,141.223.15.96,6.0,False
b778f09e50,96.152.104.49,7.0,True
1d72ef9e7d,113.153.196.95,6.0,False
1d9c69c534,144.19.27.85,4.0,False
f3c858ef8e,142.132.206.31,6.0,False
62062dd1ef,49.101.113.57,5.0,False
fba426e520,136.103.7.177,3.0,False
1814371787,108.154.190.103,3.0,False
cd4a9f90ba,114.237.5.151,1.0,False
e33bc0b058,199.184.42.67,5.0,False
d7ab5fc406,133.173.90.3,7.0,False
40fdc668f0,130.71.182.221,4.0,False
1dd19b735a,137.146.236.171,12.0,False
3779d56045,44.83.211.217,4.0,False
345ecf51b1,107.209.207.215,8.0,True
224157b5ca,122.197.249.29,9.0,False
a69e076112,125.130.238.195,10.0,False
42b0f4454b,116.155.107.230,12.0,True
3126038647,73.30.176.172,7.0,False
39615a4334,136.28.112.109,6.0,True
18ee733992,138.19.58.107,9.0,True
a05c3fff7f,114.148.93.35,5.0,True
77e1d91e1f,83.1.247.70,5.0,False
c3242f23de,165.120.50.98,8.0,False
abd90610cf,140.155.23.23,2.0,False
f20b7baa5e,183.134.173.157,6.0,False
048206a734,139.227.44.116,7.0,True
9ec5b75aed,82.174.55.59,9.0,False
fa42cd5d0d,146.244.65.147,6.0,True
134d6ad828,41.82.212.1,5.0,False
0b7f741d32,82.31.247.140,5.0,False
1a8efaacd9,58.236.110.176,5.0,True
fd1763792b,147.19.111.169,6.0,False
72b7883316,87.131.77.40,11.0,True
8675c0a833,109.206.84.152,6.0,False
52b134581f,138.167.52.162,3.0,False
fb2e939a38,71.225.39.149,5.0,False
47c791b982,189.232.145.175,3.0,False
a2974eef97,135.162.114.36,10.0,False
10644cf686,50.242.125.52,9.0,False
bfa2449165,189.50.150.3,4.0,True
4b0214f9a2,112.245.1.131,5.0,False
0b8d2a6e15,175.197.150.112,9.0,False
ae7a4377eb,129.20.50.228,5.0,False
ae7a4377eb,59.24.83.129,5.0,False
d518cbc685,190.56.25.192,5.0,True
e2847bead8,115.110.221.39,8.0,False
0cdb991897,109.22.148.156,5.0,False
5f6472751c,167.248.158.182,2.0,False
3473caae29,99.50.7.227,5.0,True
31d713dfea,176.223.138.89,4.0,False
1b70a55b9f,159.32.198.23,5.0,True
06c6251967,138.164.244.173,5.0,False
5ca5237ecf,186.189.58.99,3.0,False
0aedbf0e1e,111.170.237.133,7.0,False
1f01bc29d4,96.64.153.247,14.0,False
d87916b6ea,77.38.60.112,5.0,True
26a286fa0a,113.31.134.125,5.0,False
4b23e4c6e5,64.78.135.116,4.0,True
f245ed756f,63.33.3.234,6.0,False
d4096cf469,189.223.153.91,3.0,False
8102b6b81d,126.51.19.217,4.0,True
011b16ff88,187.245.14.200,9.0,False
4c577e4e45,145.136.148.165,13.0,False
7d6b25a5d0,156.118.234.163,5.0,False
b26e292164,134.197.30.173,8.0,False
f3fee1206d,132.212.86.211,11.0,True
764243e4ff,51.192.145.90,8.0,False
4c48ce670f,190.126.147.236,8.0,False
51b9c2a503,101.183.208.95,4.0,False
969242728a,54.220.81.153,6.0,False
72ddbde736,56.51.53.52,10.0,False
7db12214dc,62.90.140.186,4.0,False
a5c63ff471,48.150.178.147,5.0,False
0880a31023,53.199.195.18,8.0,False
603b14c843,129.69.105.248,3.0,False
